group,psc_desc,psc,Level1,Level_1_Category,Level_2,Level_2_Category
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED GOVT-OPERATED GOGO ENVIRONMENTAL LABORATORIES,C1HZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: MUSEUMS AND EXHIBITION BUILDINGS,C1JA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: TESTING AND MEASUREMENT BUILDINGS,C1JB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,C1JZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: DAMS,C1KA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: CANALS,C1KB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE FIRE CONTROL FACILITIES,C1KC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE SUBSIDENCE CONTROL FACILITIES,C1KD,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: SURFACE MINE RECLAMATION FACILITIES,C1KE,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: DREDGING FACILITIES,C1KF,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER CONSERVATION AND DEVELOPMENT FACILITIES,C1KZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS,C1LA,4,Facilities & Construction,4.2,Construction Related Services
C1,"ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",C1LB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: TUNNELS AND SUBSURFACE STRUCTURES,C1LC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: PARKING FACILITIES,C1LZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - COAL,C1MA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GAS,C1MB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GEOTHERMAL,C1MC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - HYDRO,C1MD,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - NUCLEAR,C1ME,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - PETROLEUM,C1MF,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - SOLAR,C1MG,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - WIND,C1MH,4,Facilities & Construction,4.2,Construction Related Services
C1,"ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",C1MZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL SUPPLY FACILITIES,C1NA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: HEATING AND COOLING PLANTS,C1NB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: POLLUTION ABATEMENT AND CONTROL FACILITIES,C1NC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: SEWAGE AND WASTE FACILITIES,C1ND,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: WATER SUPPLY FACILITIES,C1NE,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER UTILITIES,C1NZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL FACILITIES NON-BUILDING,C1PA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: EXHIBIT DESIGN NON-BUILDING,C1PB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY LAND,C1PC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: WASTE TREATMENT AND STORAGE FACILITIES,C1PD,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES,C1PZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: RESTORATION OF REAL PROPERTY PUBLIC OR PRIVATE,C1QA,4,Facilities & Construction,4.2,Construction Related Services
C2,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",C211,4,Facilities & Construction,4.2,Construction Related Services
C2,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM",C212,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION NON-CONSTRUCTION,C213,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,C214,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: PRODUCTION ENGINEERING,C215,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING,C216,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: OTHER,C219,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: STRUCTURAL ENGINEERING,C220,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: PLUMBING SYSTEMS,C221,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS,C222,4,Facilities & Construction,4.2,Construction Related Services
C2,ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS,C223,4,Facilities & Construction,4.2,Construction Related Services
D3,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,D301,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- SYSTEMS DEVELOPMENT,D302,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- DATA ENTRY,D303,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,D304,1,IT,1.6,Telecommunications
D3,"IT AND TELECOM- TELEPROCESSING, TIMESHARE, AND CLOUD COMPUTING",D305,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- SYSTEMS ANALYSIS,D306,1,IT,1.3,IT Consulting
D3,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,D307,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- PROGRAMMING,D308,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION,D309,1,IT,1.6,Telecommunications
D3,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,D310,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- DATA CONVERSION,D311,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- OPTICAL SCANNING,D312,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING CAD/CAM,D313,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,D314,1,IT,1.3,IT Consulting
D3,IT AND TELECOM- DIGITIZING,D315,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,D316,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- WEB-BASED SUBSCRIPTION,D317,1,IT,1.5,IT Outsourcing
D3,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",D318,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,D319,1,IT,1.1,IT Software
D3,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,D320,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- HELP DESK,D321,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- INTERNET,D322,1,IT,1.6,Telecommunications
D3,IT AND TELECOM- BUSINESS CONTINUITY,D324,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- DATA CENTERS AND STORAGE,D325,1,IT,1.5,IT Outsourcing
D3,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,D399,1,IT,1.5,IT Outsourcing
E1,PURCHASE OF OFFICE BUILDINGS,E1AA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF CONFERENCE SPACE AND FACILITIES,E1AB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,E1AZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF AIR TRAFFIC CONTROL TOWERS,E1BA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF AIR TRAFFIC CONTROL TRAINING FACILITIES,E1BB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF RADAR AND NAVIGATIONAL FACILITIES,E1BC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF AIRPORT RUNWAYS AND TAXIWAYS,E1BD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1, PURCHASE OF AIRPORT TERMINALS,E1BE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF MISSILE SYSTEM FACILITIES,E1BF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES,E1BG,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER AIRFIELD STRUCTURES,E1BZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF SCHOOLS,E1CA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER EDUCATIONAL BUILDINGS,E1CZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF HOSPITALS AND INFIRMARIES,E1DA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF LABORATORIES AND CLINICS,E1DB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER HOSPITAL BUILDINGS,E1DZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF AMMUNITION FACILITIES,E1EA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF MAINTENANCE BUILDINGS,E1EB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF PRODUCTION BUILDINGS,E1EC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES,E1ED,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF TANK AUTOMOTIVE FACILITIES,E1EE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER INDUSTRIAL BUILDINGS,E1EZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF FAMILY HOUSING FACILITIES,E1FA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF RECREATIONAL BUILDINGS,E1FB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF TROOP HOUSING FACILITIES,E1FC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF DINING FACILITIES,E1FD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF RELIGIOUS FACILITIES,E1FE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF PENAL FACILITIES,E1FF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER RESIDENTIAL BUILDINGS,E1FZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF AMMUNITION STORAGE BUILDINGS,E1GA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF FOOD OR GRAIN STORAGE BUILDINGS,E1GB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF FUEL STORAGE BUILDINGS,E1GC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OPEN STORAGE FACILITIES,E1GD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER WAREHOUSE BUILDINGS,E1GZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO R&D FACILITIES,E1HA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO R&D FACILITIES,E1HB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO ENVIRONMENTAL LABORATORIES,E1HC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO ENVIRONMENTAL LABORATORIES,E1HZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF MUSEUMS AND EXHIBITION BUILDINGS,E1JA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF TESTING AND MEASUREMENT BUILDINGS,E1JB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF MISCELLANEOUS BUILDINGS,E1JZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF DAMS,E1KA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF CANALS,E1KB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF MINE FIRE CONTROL FACILITIES,E1KC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF MINE SUBSIDENCE CONTROL FACILITIES,E1KD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF SURFACE MINE RECLAMATION FACILITIES,E1KE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF DREDGING FACILITIES,E1KF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,E1KZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF AIRPORT SERVICE ROADS,E1LA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,"PURCHASE OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",E1LB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF TUNNELS AND SUBSURFACE STRUCTURES,E1LC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF PARKING FACILITIES,E1LZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - COAL,E1MA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - GAS,E1MB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - GEOTHERMAL,E1MC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - HYDRO,E1MD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - NUCLEAR,E1ME,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - PETROLEUM,E1MF,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - SOLAR,E1MG,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EPG FACILITIES - WIND,E1MH,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,"PURCHASE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",E1MZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF FUEL SUPPLY FACILITIES,E1NA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF HEATING AND COOLING PLANTS,E1NB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF POLLUTION ABATEMENT AND CONTROL FACILITIES,E1NC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF SEWAGE AND WASTE FACILITIES,E1ND,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF WATER SUPPLY FACILITIES,E1NE,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER UTILITIES,E1NZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF RECREATIONAL FACILITIES NON-BUILDING,E1PA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF EXHIBIT DESIGN NON-BUILDING,E1PB,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF UNIMPROVED REAL PROPERTY LAND,E1PC,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF WASTE TREATMENT AND STORAGE FACILITIES,E1PD,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF OTHER NON-BUILDING FACILITIES,E1PZ,4,Facilities & Construction,4.5,Facilities Purchase & Lease
E1,PURCHASE OF RESTORATION OF REAL PROPERTY PUBLIC OR PRIVATE,E1QA,4,Facilities & Construction,4.5,Facilities Purchase & Lease
F0,NATURAL RESOURCES/CONSERVATION- AERIAL FERTILIZATION/SPRAYING,F001,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- AERIAL SEEDING,F002,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,F003,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- FOREST/RANGE FIRE REHABILITATION NON-CONSTRUCTION,F004,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- FOREST TREE PLANTING,F005,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES,F006,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- RANGE SEEDING GROUND EQUIPMENT,F007,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- RECREATION SITE MAINTENANCE NON-CONSTRUCTION,F008,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION,F009,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- SEEDLING PRODUCTION/TRANSPLANTING,F010,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION NON-CONSTRUCTION,F011,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING,F012,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- TREE BREEDING,F013,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- TREE THINNING,F014,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,F015,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- WILDHORSE/BURRO CONTROL,F016,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS NON-CONSTRUCTION,F018,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT,F019,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT,F020,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION,F021,4,Facilities & Construction,4.2,Construction Related Services
F0,NATURAL RESOURCES/CONSERVATION- FISH HATCHERY,F022,4,Facilities & Construction,4.4,Facility Related Services
F0,NATURAL RESOURCES/CONSERVATION- OTHER,F099,4,Facilities & Construction,4.4,Facility Related Services
F1,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT,F101,4,Facilities & Construction,4.4,Facility Related Services
F1,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT,F103,4,Facilities & Construction,4.4,Facility Related Services
F1,ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT,F105,4,Facilities & Construction,4.4,Facility Related Services
F1,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,F107,4,Facilities & Construction,4.4,Facility Related Services
F1,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,F108,4,Facilities & Construction,4.4,Facility Related Services
F1,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,F109,4,Facilities & Construction,4.4,Facility Related Services
F1,"ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS",F110,4,Facilities & Construction,4.4,Facility Related Services
